# r(dimensionless)denity(g.cm^-3) vel/c		b^r (Gauss)	b^\phi(Gauss)	B(=\sqrt(b_mu b^\mu)G H/r	\beta		Temp (Kelvin)	Omega		v_phi
1000.		9.1551848e-21	0.00061722492	5.9973379e-6	0.000047932595	0.047932348	0.77771881	4.3384285	3.2940911e9	3.2478201e-6	0.0032505727
12.473835	1.6121037e-17	0.0041156138	0.036444788	0.24430335	2.9588296	0.46365967	60.945182	1.0013807e11	0.017891386	0.24004453
12.445146	1.6174653e-17	0.0041240904	0.036609951	0.24585937	2.9704358	0.46340131	60.760302	1.0028551e11	0.017967627	0.24055619
12.416523	1.6228372e-17	0.0041326127	0.036775862	0.24742462	2.9820775	0.46314235	60.575987	1.0043296e11	0.018044176	0.24106882
12.387966	1.6282194e-17	0.0041411807	0.036942526	0.24899913	2.9937546	0.46288279	60.39224	1.0058043e11	0.018121034	0.24158242
12.359474	1.6336119e-17	0.004149795	0.037109944	0.25058295	3.0054673	0.46262262	60.209059	1.0072791e11	0.018198201	0.242097
12.331048	1.6390146e-17	0.0041584557	0.037278121	0.25217612	3.0172153	0.46236185	60.026447	1.008754e11	0.018275679	0.24261255
12.302688	1.6444275e-17	0.0041671632	0.037447061	0.25377869	3.0289988	0.46210048	59.844402	1.0102291e11	0.018353469	0.24312907
12.274392	1.6498506e-17	0.0041759177	0.037616766	0.25539071	3.0408177	0.46183849	59.662926	1.0117042e11	0.018431572	0.24364656
12.246162	1.6552838e-17	0.0041847197	0.03778724	0.2570122	3.0526719	0.4615759	59.48202	1.0131795e11	0.018509989	0.24416504
12.217997	1.660727e-17	0.0041935694	0.037958487	0.25864323	3.0645613	0.4613127	59.301683	1.0146548e11	0.018588722	0.24468449
12.189896	1.6661802e-17	0.0042024671	0.03813051	0.26028382	3.0764861	0.46104889	59.121917	1.0161301e11	0.018667771	0.24520492
12.16186	1.6716434e-17	0.0042114132	0.038303312	0.26193403	3.088446	0.46078446	58.942722	1.0176055e11	0.018747137	0.24572633
12.133889	1.6771165e-17	0.004220408	0.038476898	0.26359389	3.1004411	0.46051942	58.764098	1.019081e11	0.018826822	0.24624872
12.105981	1.6825995e-17	0.0042294517	0.038651271	0.26526346	3.1124713	0.46025377	58.586045	1.0205564e11	0.018906827	0.2467721
12.078138	1.6880923e-17	0.0042385448	0.038826434	0.26694277	3.1245366	0.4599875	58.408565	1.0220319e11	0.018987153	0.24729646
12.050359	1.6935949e-17	0.0042476876	0.039002392	0.26863187	3.1366369	0.45972061	58.231657	1.0235074e11	0.019067801	0.2478218
12.022644	1.6991073e-17	0.0042568805	0.039179147	0.2703308	3.1487722	0.4594531	58.055322	1.0249828e11	0.019148772	0.24834813
11.994993	1.7046293e-17	0.0042661236	0.039356703	0.2720396	3.1609423	0.45918497	57.87956	1.0264583e11	0.019230067	0.24887544
11.967405	1.710161e-17	0.0042754174	0.039535064	0.27375833	3.1731474	0.45891621	57.704372	1.0279336e11	0.019311688	0.24940374
11.939881	1.7157023e-17	0.0042847623	0.039714235	0.27548702	3.1853872	0.45864684	57.529757	1.029409e11	0.019393636	0.24993303
11.91242	1.7212531e-17	0.0042941585	0.039894217	0.27722572	3.1976618	0.45837683	57.355716	1.0308842e11	0.019475912	0.25046332
11.885022	1.7268134e-17	0.0043036065	0.040075016	0.27897447	3.2099711	0.4581062	57.18225	1.0323594e11	0.019558516	0.25099459
11.857687	1.7323832e-17	0.0043131065	0.040256634	0.28073331	3.2223149	0.45783495	57.009358	1.0338345e11	0.019641451	0.25152685
11.830416	1.7379623e-17	0.004322659	0.040439076	0.28250229	3.2346933	0.45756306	56.837042	1.0353095e11	0.019724717	0.25206011
11.803206	1.7435508e-17	0.0043322643	0.040622345	0.28428145	3.2471062	0.45729054	56.6653	1.0367843e11	0.019808316	0.25259436
11.77606	1.7491486e-17	0.0043419227	0.040806446	0.28607084	3.2595535	0.45701739	56.494133	1.0382591e11	0.019892248	0.25312961
11.748976	1.7547556e-17	0.0043516346	0.040991381	0.2878705	3.2720351	0.45674361	56.323542	1.0397336e11	0.019976515	0.25366586
11.721954	1.7603718e-17	0.0043614004	0.041177155	0.28968047	3.284551	0.45646919	56.153527	1.0412081e11	0.020061118	0.2542031
11.694994	1.7659971e-17	0.0043712204	0.041363772	0.2915008	3.2971011	0.45619413	55.984088	1.0426823e11	0.020146059	0.25474134
11.668096	1.7716315e-17	0.0043810952	0.041551235	0.29333153	3.3096852	0.45591844	55.815225	1.0441564e11	0.020231338	0.25528058
11.64126	1.7772749e-17	0.0043910248	0.041739549	0.2951727	3.3223034	0.45564211	55.646938	1.0456302e11	0.020316956	0.25582082
11.614486	1.7829272e-17	0.0044010099	0.041928716	0.29702437	3.3349556	0.45536513	55.479226	1.0471039e11	0.020402915	0.25636206
11.587774	1.7885885e-17	0.0044110507	0.042118742	0.29888657	3.3476416	0.45508752	55.312091	1.0485773e11	0.020489217	0.25690431
11.561122	1.7942585e-17	0.0044211476	0.04230963	0.30075934	3.3603614	0.45480926	55.145533	1.0500504e11	0.020575861	0.25744756
11.534533	1.7999374e-17	0.0044313011	0.042501384	0.30264273	3.3731148	0.45453036	54.979551	1.0515234e11	0.02066285	0.25799182
11.508004	1.8056249e-17	0.0044415116	0.042694008	0.30453679	3.3859018	0.45425081	54.814147	1.052996e11	0.020750184	0.25853708
11.481536	1.8113211e-17	0.0044517794	0.042887506	0.30644155	3.3987224	0.45397061	54.649318	1.0544683e11	0.020837865	0.25908335
11.455129	1.8170259e-17	0.0044621048	0.043081882	0.30835707	3.4115763	0.45368976	54.485066	1.0559404e11	0.020925894	0.25963062
11.428783	1.8227393e-17	0.0044724884	0.04327714	0.31028338	3.4244636	0.45340826	54.32139	1.0574122e11	0.021014273	0.26017891
11.402498	1.8284611e-17	0.0044829305	0.043473283	0.31222053	3.437384	0.45312612	54.158291	1.0588836e11	0.021103001	0.2607282
11.376273	1.8341914e-17	0.0044934316	0.043670317	0.31416856	3.4503376	0.45284331	53.995769	1.0603546e11	0.021192082	0.26127851
11.350108	1.8399299e-17	0.004503992	0.043868245	0.31612751	3.4633241	0.45255986	53.833824	1.0618254e11	0.021281515	0.26182983
11.324004	1.8456768e-17	0.0045146122	0.044067072	0.31809743	3.4763435	0.45227574	53.672455	1.0632957e11	0.021371302	0.26238216
11.297959	1.8514318e-17	0.0045252926	0.044266801	0.32007837	3.4893957	0.45199097	53.511663	1.0647657e11	0.021461445	0.26293551
11.271975	1.8571951e-17	0.0045360335	0.044467436	0.32207036	3.5024806	0.45170554	53.351446	1.0662352e11	0.021551944	0.26348987
11.24605	1.8629664e-17	0.0045468355	0.044668982	0.32407346	3.5155981	0.45141945	53.191806	1.0677044e11	0.021642801	0.26404525
11.220185	1.8687457e-17	0.0045576989	0.044871443	0.32608769	3.5287479	0.4511327	53.032742	1.0691731e11	0.021734017	0.26460165
11.194379	1.8745329e-17	0.0045686243	0.045074822	0.3281131	3.5419301	0.45084529	52.874254	1.0706414e11	0.021825593	0.26515906
11.168632	1.880328e-17	0.004579612	0.045279126	0.33014975	3.5551444	0.45055721	52.716343	1.0721092e11	0.02191753	0.26571749
11.142945	1.886131e-17	0.0045906625	0.045484356	0.33219766	3.5683908	0.45026847	52.559007	1.0735765e11	0.022009831	0.26627695
11.117317	1.8919416e-17	0.0046017761	0.045690519	0.33425689	3.5816692	0.44997906	52.402247	1.0750434e11	0.022102495	0.26683742
11.091748	1.89776e-17	0.0046129534	0.045897617	0.33632748	3.5949794	0.44968898	52.246062	1.0765097e11	0.022195524	0.26739892
11.066238	1.9035859e-17	0.0046241949	0.046105656	0.33840947	3.6083213	0.44939823	52.090452	1.0779756e11	0.02228892	0.26796144
11.040786	1.9094194e-17	0.0046355009	0.046314639	0.3405029	3.6216947	0.44910681	51.935418	1.0794409e11	0.022382684	0.26852499
11.015393	1.9152603e-17	0.004646872	0.046524572	0.34260782	3.6350995	0.44881471	51.780958	1.0809056e11	0.022476816	0.26908955
10.990058	1.9211085e-17	0.0046583086	0.046735457	0.34472426	3.6485356	0.44852194	51.627074	1.0823698e11	0.022571319	0.26965515
10.964782	1.9269641e-17	0.0046698112	0.046947301	0.34685227	3.6620028	0.4482285	51.473764	1.0838334e11	0.022666193	0.27022177
10.939564	1.9328269e-17	0.0046813802	0.047160106	0.3489919	3.675501	0.44793438	51.321027	1.0852964e11	0.02276144	0.27078942
10.914403	1.9386968e-17	0.004693016	0.047373878	0.35114318	3.6890301	0.44763958	51.168865	1.0867588e11	0.022857062	0.2713581
10.889301	1.9445738e-17	0.0047047193	0.047588621	0.35330616	3.7025898	0.44734411	51.017276	1.0882205e11	0.022953058	0.27192781
10.864256	1.9504578e-17	0.0047164905	0.04780434	0.35548088	3.7161801	0.44704795	50.866261	1.0896816e11	0.023049431	0.27249855
10.839269	1.9563487e-17	0.0047283301	0.048021038	0.35766737	3.7298007	0.44675111	50.715819	1.0911421e11	0.023146182	0.27307033
10.81434	1.9622464e-17	0.0047402385	0.048238721	0.35986569	3.7434515	0.44645358	50.565951	1.0926019e11	0.023243312	0.27364313
10.789467	1.9681509e-17	0.0047522163	0.048457393	0.36207587	3.7571325	0.44615537	50.416654	1.094061e11	0.023340822	0.27421697
10.764652	1.974062e-17	0.0047642639	0.048677059	0.36429796	3.7708433	0.44585648	50.267929	1.0955194e11	0.023438714	0.27479184
10.739894	1.9799798e-17	0.0047763819	0.048897722	0.366532	3.784584	0.44555689	50.119776	1.096977e11	0.023536989	0.27536775
10.715193	1.985904e-17	0.0047885708	0.049119388	0.36877803	3.7983541	0.44525662	49.972195	1.0984339e11	0.023635648	0.2759447
10.690549	1.9918347e-17	0.0048008311	0.049342061	0.37103608	3.8121536	0.44495565	49.825186	1.0998901e11	0.023734693	0.27652268
10.665961	1.9977717e-17	0.0048131633	0.049565747	0.3733062	3.8259824	0.444654	49.678747	1.1013455e11	0.023834125	0.2771017
10.64143	2.0037149e-17	0.004825568	0.049790448	0.37558843	3.8398401	0.44435165	49.532879	1.1028001e11	0.023933944	0.27768176
10.616956	2.0096643e-17	0.0048380456	0.050016171	0.37788282	3.8537268	0.44404861	49.38758	1.1042539e11	0.024034154	0.27826286
10.592537	2.0156198e-17	0.0048505967	0.05024292	0.3801894	3.8676422	0.44374487	49.242851	1.1057069e11	0.024134754	0.278845
10.568175	2.0215813e-17	0.0048632217	0.0504707	0.38250822	3.8815861	0.44344043	49.098691	1.107159e11	0.024235746	0.27942818
10.543869	2.0275488e-17	0.0048759215	0.050699515	0.38483931	3.8955582	0.44313529	48.9551	1.1086103e11	0.024337131	0.2800124
10.519619	2.033522e-17	0.0048886963	0.05092937	0.3871827	3.9095585	0.44282946	48.812078	1.1100607e11	0.024438911	0.28059767
10.495424	2.0395009e-17	0.0049015469	0.05116027	0.38953845	3.9235867	0.44252292	48.669624	1.1115103e11	0.024541088	0.28118398
10.471285	2.0454854e-17	0.0049144737	0.05139222	0.39190659	3.9376426	0.44221568	48.527738	1.1129589e11	0.024643661	0.28177134
10.447202	2.0514755e-17	0.0049274773	0.051625224	0.39428716	3.951726	0.44190774	48.386418	1.1144066e11	0.024746633	0.28235974
10.423174	2.0574711e-17	0.0049405582	0.051859288	0.39668021	3.9658369	0.44159909	48.245665	1.1158533e11	0.024850005	0.28294919
10.399202	2.0634721e-17	0.004953717	0.052094417	0.39908577	3.9799748	0.44128973	48.105478	1.1172991e11	0.024953779	0.28353969
10.375284	2.0694783e-17	0.0049669544	0.052330614	0.40150387	3.9941397	0.44097967	47.965856	1.1187439e11	0.025057955	0.28413124
10.351422	2.0754896e-17	0.0049802709	0.052567886	0.40393456	4.0083312	0.44066889	47.826801	1.1201878e11	0.025162535	0.28472383
10.327614	2.081506e-17	0.0049936672	0.052806237	0.40637787	4.0225492	0.44035741	47.68831	1.1216306e11	0.02526752	0.28531748
10.303861	2.0875274e-17	0.0050071437	0.053045672	0.40883385	4.0367934	0.44004521	47.550384	1.1230724e11	0.025372912	0.28591218
10.280163	2.0935537e-17	0.0050207011	0.053286196	0.41130253	4.0510637	0.4397323	47.413021	1.1245132e11	0.025478712	0.28650793
10.256519	2.0995848e-17	0.0050343399	0.053527814	0.41378396	4.0653599	0.43941867	47.27622	1.1259529e11	0.025584921	0.28710473
10.23293	2.1056206e-17	0.0050480608	0.053770531	0.41627816	4.0796817	0.43910433	47.139983	1.1273915e11	0.025691541	0.28770258
10.209395	2.1116609e-17	0.0050618644	0.054014352	0.41878518	4.0940289	0.43878927	47.004307	1.128829e11	0.025798573	0.28830149
10.185914	2.1177058e-17	0.0050757514	0.054259283	0.42130504	4.1084012	0.43847349	46.869194	1.1302654e11	0.025906018	0.28890146
10.162487	2.1237549e-17	0.0050897224	0.054505329	0.42383779	4.1227983	0.43815699	46.734642	1.1317007e11	0.026013878	0.28950248
10.139114	2.1298084e-17	0.005103778	0.054752493	0.42638346	4.1372201	0.43783977	46.600651	1.1331348e11	0.026122153	0.29010455
10.115795	2.135866e-17	0.0051179188	0.055000783	0.4289421	4.1516663	0.43752183	46.467219	1.1345677e11	0.026230847	0.29070769
10.092529	2.1419278e-17	0.0051321454	0.055250202	0.43151374	4.1661368	0.43720316	46.334347	1.1359995e11	0.026339959	0.29131188
10.069317	2.1479935e-17	0.0051464585	0.055500757	0.43409842	4.1806312	0.43688377	46.202032	1.1374301e11	0.026449491	0.29191713
10.046158	2.1540631e-17	0.0051608588	0.055752452	0.43669616	4.1951493	0.43656365	46.070276	1.1388594e11	0.026559445	0.29252345
10.023052	2.1601364e-17	0.0051753469	0.056005293	0.439307	4.2096907	0.4362428	45.939079	1.1402875e11	0.026669821	0.29313082
10.	2.1662133e-17	0.0051899237	0.056259285	0.44193098	4.2242553	0.43592123	45.808438	1.1417143e11	0.026780622	0.29373925
9.9770006	2.1722938e-17	0.0052045896	0.056514433	0.44456812	4.2388428	0.43559892	45.678354	1.1431399e11	0.026891848	0.29434875
9.9540542	2.1783777e-17	0.0052193453	0.056770742	0.44721848	4.2534529	0.43527588	45.548826	1.1445642e11	0.027003501	0.2949593
9.9311605	2.184465e-17	0.0052341915	0.057028219	0.44988208	4.2680855	0.4349521	45.419853	1.1459871e11	0.027115583	0.29557093
9.9083194	2.1905555e-17	0.0052491289	0.057286868	0.45255897	4.2827402	0.4346276	45.291433	1.1474087e11	0.027228094	0.29618361
9.8855309	2.1966491e-17	0.0052641582	0.057546695	0.45524916	4.2974168	0.43430235	45.163568	1.148829e11	0.027341037	0.29679736
9.8627949	2.2027457e-17	0.0052792802	0.057807705	0.45795269	4.3121148	0.43397637	45.036256	1.1502479e11	0.027454412	0.29741218
9.8401111	2.2088451e-17	0.0052944956	0.058069903	0.46066959	4.3268341	0.43364965	44.909498	1.1516654e11	0.027568221	0.29802806
9.8174794	2.2149472e-17	0.0053098052	0.058333296	0.46339989	4.3415743	0.43332219	44.783292	1.1530815e11	0.027682465	0.29864501
9.7948999	2.221052e-17	0.0053252095	0.058597889	0.46614363	4.3563352	0.43299399	44.657638	1.1544961e11	0.027797145	0.29926303
9.7723722	2.2271593e-17	0.0053407093	0.058863687	0.46890084	4.3711166	0.43266504	44.532533	1.1559093e11	0.027912264	0.29988211
9.7498964	2.2332691e-17	0.0053563053	0.059130696	0.47167156	4.3859181	0.43233536	44.407979	1.1573211e11	0.028027822	0.30050227
9.7274722	2.2393812e-17	0.0053719982	0.059398921	0.47445582	4.4007395	0.43200492	44.283973	1.1587313e11	0.028143822	0.30112349
9.7050997	2.2454955e-17	0.005387789	0.059668368	0.47725364	4.4155804	0.43167374	44.160516	1.1601401e11	0.028260263	0.30174578
9.6827786	2.2516117e-17	0.0054036783	0.059939043	0.48006505	4.4304404	0.43134182	44.037608	1.1615473e11	0.028377148	0.30236915
9.6605088	2.2577299e-17	0.0054196669	0.060210952	0.48289008	4.4453194	0.43100914	43.915248	1.162953e11	0.028494478	0.30299359
9.6382902	2.2638499e-17	0.0054357556	0.0604841	0.48572876	4.4602168	0.43067572	43.793435	1.1643571e11	0.028612254	0.3036191
9.6161228	2.2699716e-17	0.0054519452	0.060758492	0.48858112	4.4751326	0.43034154	43.672167	1.1657596e11	0.028730479	0.30424568
9.5940063	2.2760949e-17	0.0054682362	0.061034135	0.4914472	4.4900664	0.43000661	43.551445	1.1671605e11	0.028849152	0.30487334
9.5719407	2.2822197e-17	0.0054846297	0.061311035	0.49432702	4.5050179	0.42967093	43.431266	1.1685598e11	0.028968277	0.30550207
9.5499259	2.2883458e-17	0.0055011263	0.061589197	0.49722062	4.5199867	0.42933449	43.311631	1.1699575e11	0.029087853	0.30613187
9.5279616	2.2944731e-17	0.005517727	0.061868627	0.500128	4.5349725	0.42899729	43.19254	1.1713535e11	0.029207883	0.30676276
9.5060479	2.3006014e-17	0.0055344327	0.062149331	0.5030492	4.5499749	0.42865934	43.073993	1.1727478e11	0.029328368	0.30739471
9.4841846	2.3067306e-17	0.0055512441	0.062431315	0.50598424	4.5649935	0.42832063	42.955987	1.1741404e11	0.029449309	0.30802775
9.4623716	2.3128606e-17	0.0055681621	0.062714585	0.50893314	4.580028	0.42798115	42.838523	1.1755313e11	0.029570709	0.30866186
9.4406088	2.3189912e-17	0.0055851874	0.062999146	0.51189595	4.5950782	0.42764092	42.7216	1.1769204e11	0.029692567	0.30929705
9.418896	2.3251225e-17	0.0056023208	0.063285006	0.5148727	4.6101438	0.42729992	42.605215	1.1783078e11	0.029814886	0.30993332
9.3972331	2.3312542e-17	0.0056195632	0.063572169	0.5178634	4.6252244	0.42695816	42.489369	1.1796934e11	0.029937667	0.31057066
9.3756201	2.3373863e-17	0.0056369155	0.063860642	0.52086808	4.6403196	0.42661564	42.374061	1.1810771e11	0.030060911	0.31120909
9.3540567	2.3435184e-17	0.0056543787	0.064150431	0.52388675	4.655429	0.42627235	42.259291	1.1824591e11	0.030184621	0.3118486
9.332543	2.3496505e-17	0.0056719536	0.064441542	0.52691943	4.6705522	0.42592829	42.145058	1.1838392e11	0.030308797	0.31248919
9.3110788	2.3557825e-17	0.0056896412	0.064733981	0.52996615	4.6856888	0.42558346	42.031362	1.1852174e11	0.030433441	0.31313085
9.2896639	2.3619142e-17	0.0057074423	0.065027755	0.53302694	4.7008385	0.42523786	41.918201	1.1865938e11	0.030558554	0.31377361
9.2682982	2.3680456e-17	0.0057253577	0.065322869	0.53610182	4.7160011	0.42489149	41.805575	1.1879682e11	0.030684137	0.31441744
9.2469817	2.3741765e-17	0.0057433883	0.06561933	0.53919082	4.7311761	0.42454435	41.693482	1.1893407e11	0.030810193	0.31506236
9.2257143	2.3803067e-17	0.0057615351	0.065917143	0.54229396	4.7463633	0.42419643	41.581921	1.1907112e11	0.030936723	0.31570835
9.2044957	2.3864362e-17	0.0057797991	0.066216317	0.54541125	4.761562	0.42384774	41.470893	1.1920798e11	0.031063727	0.31635544
9.183326	2.3925646e-17	0.0057981812	0.066516855	0.5485427	4.776772	0.42349827	41.360397	1.1934464e11	0.031191208	0.31700361
9.1622049	2.398692e-17	0.0058166825	0.066818766	0.55168833	4.7919927	0.42314803	41.250433	1.1948109e11	0.031319167	0.31765286
9.1411324	2.4048181e-17	0.0058353039	0.067122055	0.55484817	4.8072238	0.42279701	41.140999	1.1961735e11	0.031447606	0.3183032
9.1201084	2.4109427e-17	0.0058540464	0.067426729	0.55802222	4.8224649	0.4224452	41.032095	1.1975339e11	0.031576525	0.31895462
9.0991327	2.4170659e-17	0.0058729108	0.067732794	0.56121052	4.8377157	0.42209262	40.92372	1.1988923e11	0.031705927	0.31960713
9.0782053	2.4231875e-17	0.0058918981	0.068040257	0.5644131	4.8529759	0.42173925	40.815872	1.2002486e11	0.031835812	0.32026073
9.057326	2.4293073e-17	0.0059110094	0.068349124	0.56762995	4.8682449	0.4213851	40.70855	1.2016027e11	0.031966183	0.32091542
9.0364947	2.4354251e-17	0.0059302456	0.068659402	0.5708611	4.8835224	0.42103017	40.601756	1.2029547e11	0.03209704	0.32157119
9.0157114	2.4415408e-17	0.0059496078	0.068971097	0.57410656	4.8988079	0.42067445	40.495487	1.2043046e11	0.032228386	0.32222805
8.9949758	2.4476542e-17	0.0059690971	0.069284216	0.57736634	4.914101	0.42031795	40.389742	1.2056522e11	0.032360221	0.322886
8.9742879	2.4537653e-17	0.0059887144	0.069598765	0.58064047	4.9294013	0.41996065	40.284522	1.2069976e11	0.032492547	0.32354504
8.9536477	2.4598739e-17	0.0060084609	0.069914752	0.58392894	4.9447084	0.41960257	40.179825	1.2083408e11	0.032625366	0.32420517
8.9330548	2.4659797e-17	0.0060283375	0.070232182	0.58723178	4.9600218	0.4192437	40.075651	1.2096818e11	0.032758679	0.32486638
8.9125094	2.4720827e-17	0.0060483454	0.070551063	0.590549	4.9753411	0.41888403	39.971999	1.2110205e11	0.032892488	0.32552869
8.8920112	2.4781827e-17	0.0060684857	0.070871401	0.5938806	4.9906659	0.41852358	39.868867	1.2123568e11	0.033026793	0.32619209
8.8715601	2.4842795e-17	0.0060887593	0.071193204	0.59722661	5.0059958	0.41816233	39.766256	1.2136909e11	0.033161597	0.32685658
8.8511561	2.490373e-17	0.0061091675	0.071516477	0.60058703	5.0213302	0.41780028	39.664164	1.2150225e11	0.033296901	0.32752216
8.830799	2.4964631e-17	0.0061297114	0.071841228	0.60396186	5.0366687	0.41743744	39.562592	1.2163519e11	0.033432707	0.32818884
8.8104887	2.5025495e-17	0.006150392	0.072167464	0.60735113	5.0520108	0.4170738	39.461537	1.2176788e11	0.033569015	0.3288566
8.7902252	2.5086321e-17	0.0061712105	0.072495191	0.61075483	5.0673563	0.41670937	39.360999	1.2190033e11	0.033705828	0.32952546
8.7700082	2.5147108e-17	0.0061921681	0.072824418	0.61417298	5.0827045	0.41634413	39.260978	1.2203254e11	0.033843146	0.33019541
8.7498378	2.5207855e-17	0.0062132659	0.073155149	0.61760558	5.098055	0.4159781	39.161473	1.221645e11	0.033980972	0.33086646
8.7297137	2.5268558e-17	0.0062345051	0.073487393	0.62105263	5.1134073	0.41561126	39.062483	1.2229622e11	0.034119307	0.3315386
8.7096359	2.5329217e-17	0.0062558869	0.073821157	0.62451415	5.1287609	0.41524362	38.964007	1.2242768e11	0.034258153	0.33221183
8.6896043	2.5389831e-17	0.0062774124	0.074156448	0.62799014	5.1441155	0.41487518	38.866044	1.2255889e11	0.03439751	0.33288615
8.6696188	2.5450397e-17	0.0062990829	0.074493273	0.63148061	5.1594705	0.41450593	38.768594	1.2268985e11	0.03453738	0.33356158
8.6496792	2.5510914e-17	0.0063208996	0.074831638	0.63498555	5.1748254	0.41413588	38.671656	1.2282054e11	0.034677766	0.33423809
8.6297855	2.5571381e-17	0.0063428638	0.075171552	0.63850496	5.1901797	0.41376502	38.575229	1.2295098e11	0.034818667	0.3349157
8.6099375	2.5631794e-17	0.0063649766	0.075513021	0.64203885	5.2055329	0.41339335	38.479313	1.2308116e11	0.034960087	0.33559441
8.5901352	2.5692154e-17	0.0063872393	0.075856053	0.64558723	5.2208847	0.41302087	38.383906	1.2321107e11	0.035102026	0.33627421
8.5703785	2.5752459e-17	0.0064096532	0.076200655	0.64915009	5.2362344	0.41264758	38.289008	1.2334071e11	0.035244485	0.33695511
8.5506671	2.5812706e-17	0.0064322196	0.076546835	0.65272743	5.2515816	0.41227348	38.194618	1.2347009e11	0.035387467	0.3376371
8.5310011	2.5872893e-17	0.0064549399	0.076894599	0.65631925	5.2669256	0.41189857	38.100736	1.2359919e11	0.035530973	0.33832019
8.5113804	2.593302e-17	0.0064778151	0.077243955	0.65992555	5.2822662	0.41152285	38.007361	1.2372802e11	0.035675004	0.33900438
8.4918048	2.5993085e-17	0.0065008468	0.077594911	0.66354632	5.2976027	0.41114631	37.914491	1.2385657e11	0.035819562	0.33968966
8.4722741	2.6053085e-17	0.0065240362	0.077947474	0.66718157	5.3129345	0.41076896	37.822127	1.2398484e11	0.035964649	0.34037604
8.4527885	2.6113019e-17	0.0065473847	0.078301652	0.67083127	5.3282613	0.41039079	37.730267	1.2411283e11	0.036110265	0.34106352
8.4333476	2.6172886e-17	0.0065708937	0.078657452	0.67449544	5.3435824	0.4100118	37.638911	1.2424054e11	0.036256412	0.3417521
8.4139514	2.6232683e-17	0.0065945645	0.079014881	0.67817407	5.3588974	0.40963199	37.548058	1.2436797e11	0.036403093	0.34244177
8.3945999	2.6292409e-17	0.0066183984	0.079373948	0.68186715	5.3742057	0.40925137	37.457707	1.244951e11	0.036550307	0.34313254
8.3752928	2.6352062e-17	0.006642397	0.07973466	0.68557466	5.3895068	0.40886992	37.367857	1.2462194e11	0.036698058	0.34382441
8.3560302	2.641164e-17	0.0066665618	0.080097025	0.68929661	5.4048001	0.40848766	37.278509	1.2474849e11	0.036846346	0.34451738
8.3368118	2.6471142e-17	0.006690894	0.08046105	0.69303297	5.420085	0.40810457	37.189661	1.2487474e11	0.036995173	0.34521145
8.3176377	2.6530566e-17	0.006715395	0.080826744	0.69678375	5.4353612	0.40772065	37.101311	1.250007e11	0.03714454	0.34590661
8.2985077	2.6589909e-17	0.0067400665	0.081194113	0.70054893	5.450628	0.40733592	37.013461	1.2512635e11	0.037294449	0.34660288
8.2794216	2.6649171e-17	0.0067649098	0.081563167	0.7043285	5.4658847	0.40695035	36.926108	1.2525171e11	0.037444902	0.34730024
8.2603795	2.6708349e-17	0.0067899266	0.081933912	0.70812244	5.481131	0.40656397	36.839253	1.2537675e11	0.037595899	0.3479987
8.2413812	2.6767441e-17	0.0068151182	0.082306358	0.71193074	5.4963661	0.40617675	36.752894	1.2550149e11	0.037747443	0.34869826
8.2224265	2.6826446e-17	0.0068404862	0.082680511	0.71575339	5.5115897	0.40578871	36.667031	1.2562591e11	0.037899535	0.34939892
8.2035154	2.6885362e-17	0.0068660321	0.083056379	0.71959037	5.526801	0.40539983	36.581663	1.2575003e11	0.038052177	0.35010068
8.1846479	2.6944187e-17	0.0068917576	0.083433972	0.72344166	5.5419996	0.40501013	36.496789	1.2587382e11	0.038205369	0.35080354
8.1658237	2.7002919e-17	0.0069176642	0.083813296	0.72730724	5.5571847	0.40461959	36.41241	1.259973e11	0.038359114	0.3515075
8.1470428	2.7061556e-17	0.0069437534	0.084194361	0.73118709	5.5723559	0.40422823	36.328523	1.2612046e11	0.038513414	0.35221255
8.1283052	2.7120097e-17	0.0069700269	0.084577173	0.73508121	5.5875127	0.40383603	36.245128	1.262433e11	0.038668268	0.35291871
8.1096106	2.7178539e-17	0.0069964863	0.084961742	0.73898956	5.6026543	0.40344299	36.162225	1.2636581e11	0.03882368	0.35362596
8.090959	2.723688e-17	0.0070231332	0.085348076	0.74291212	5.6177802	0.40304913	36.079813	1.2648799e11	0.03897965	0.35433432
8.0723503	2.729512e-17	0.0070499694	0.085736183	0.74684887	5.6328898	0.40265442	35.997891	1.2660984e11	0.039136181	0.35504378
8.0537844	2.7353255e-17	0.0070769965	0.08612607	0.75079979	5.6479825	0.40225888	35.916459	1.2673135e11	0.039293273	0.35575433
8.0352612	2.7411284e-17	0.0071042161	0.086517748	0.75476485	5.6630577	0.4018625	35.835516	1.2685253e11	0.039450928	0.35646598
8.0167806	2.7469205e-17	0.00713163	0.086911224	0.75874403	5.6781149	0.40146529	35.755061	1.2697337e11	0.039609148	0.35717874
7.9983426	2.7527016e-17	0.0071592399	0.087306506	0.7627373	5.6931533	0.40106723	35.675093	1.2709387e11	0.039767934	0.35789259
7.9799469	2.7584715e-17	0.0071870476	0.087703603	0.76674462	5.7081723	0.40066834	35.595613	1.2721403e11	0.039927288	0.35860755
7.9615935	2.76423e-17	0.007215055	0.088102523	0.77076597	5.7231714	0.4002686	35.516619	1.2733384e11	0.040087211	0.3593236
7.9432823	2.7699769e-17	0.0072432635	0.088503276	0.77480133	5.73815	0.39986803	35.438111	1.274533e11	0.040247705	0.36004075
